Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image_url
naan,6,5,15,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
onion dosa,5,13,23,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
onion kulcha,8,6,5,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
onion rings,23,18,45,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
oranges,22,9,21,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
oregano,28,18,13,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
paneer 65,28,11,4,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
paneer bhurji,30,13,3,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
paneer biryani,22,5,3,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1186699789/photo/baked-broccoli-with-chicken-in-a-ceramic-form-on-a-wooden-table-selective-focus.jpg?s=612x612&w=0&k=20&c=pMgZdhwSBl8jfFch2jPZia6SV69WHHJD8kXAfkssI4w=
paneer butter masala,35,25,25,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
paneer makhani,30,10,4,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
paneer pakora,6,10,35,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Drinks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
paneer tikka,8,13,35,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
paneer tikka masala,12,4,25,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
papad,18,23,33,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
papdi chaat,1,21,7,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
paratha,6,3,15,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Drinks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
parsley,3,5,15,"[""American""]","[""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
passion fruit,14,9,8,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
pineapple,8,4,6,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Drinks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
poori,4,0,1,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
rasmalai,23,18,55,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
raspberries,8,7,11,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
red bell pepper,6,1,5,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
red cabbage,10,8,15,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
red onion,2,21,4,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
red potatoes,3,5,2,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
rhubarb,4,3,3,"[""American""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
rice,5,6,15,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
rogan josh,2,7,4,"[""Italian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
roti,1,21,8,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
roti tandoori,0,21,22,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
russet potatoes,14,10,5,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
samosa,15,10,5,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Lunch"",""Dinner""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
samosa chaat,18,13,8,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
serrano peppers,18,13,45,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
sev puri,18,23,33,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shahi paneer,18,23,23,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shallots,8,5,7,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp biryani,22,8,3,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp curry,23,18,33,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp fried rice,4,2,14,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp korma,1,21,5,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp masala,1,21,6,"[""Indian""]","[""Dairy"", ""Nuts""]","[""NA"",""Breakfast""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp tikka masala,5,4,8,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
shrimp vindaloo,3,5,15,"[""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
sour cream,1,21,2,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
spaghetti squash,2,21,12,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
spinach,10,8,5,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
spring mix,1,21,7,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
squash,0,21,5,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
strawberries,5,21,7,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
sweet potato,1,21,7,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
swiss cheese,1,21,4,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tamarind chutney,2,21,9,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tandoori mixed grill,2,22,7,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tandoori roti,5,5,8,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tandoori shrimp,6,6,15,"[""Indian"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tomatillos,1,1,13,[],"[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tomatoes,1,21,3,"[""American"", ""Italian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
tomato soup,1,0,3,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
turnips,1,21,1,"[""American"", ""Mediterranean""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
vada pav,1,21,4,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
veg biryani,3,0,18,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
vegetable curry,1,21,1,"[""Indian""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
vegetable korma,3,21,8,"[""American"", ""Mediterranean""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
vegetable manchurian,28,13,4,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
vegetable oil spread,1,21,1,"[""Indian"", ""American""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
vegetable pakora,0,21,22,"[""Indian"", ""Japanese"", ""American"", ""Italian"", ""Mexican"", ""Mediterranean"", ""Seafood"", ""Chinese"", ""Thai""]","[""Gluten""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1355695225/photo/paneer-masala-a-curry-made-with-cottage-cheese-cubes-cooked-in-a-gravy-of-onions-tomatoes-and.jpg?s=612x612&w=0&k=20&c=E76hpUAiTetGNgjhD3jkKNRV9ThePlUR87fPOeHDZyY=
