Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image
Japanese Bright Sesame Scramble (Breakfast),31,8,13,"[""Japanese""]","[""Sesame""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-bright-sesame-scramble-breakfast.jpg
Japanese Crispy Soba Paratha Roll (Breakfast),5,13,21,"[""Japanese""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/japanese-crispy-soba-paratha-roll-breakfast.jpg
Japanese Roasted Tofu Crepes (Breakfast),15,16,20,"[""Japanese""]","[""Soy""]","[""Breakfast""]",https://example.com/images/japanese-roasted-tofu-crepes-breakfast.jpg
Japanese Bright Tofu Breakfast Bowl (Breakfast),22,7,7,"[""Japanese""]","[""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-bright-tofu-breakfast-bowl-breakfast.jpg
Japanese Herbed Miso Crepes (Breakfast),22,18,12,"[""Japanese""]","[""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-herbed-miso-crepes-breakfast.jpg
Japanese Smoky Edamame Pancake Stack (Breakfast),30,7,6,"[""Japanese""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-smoky-edamame-pancake-stack-breakfast.jpg
Japanese Smoky Tofu Breakfast Salad (Breakfast),22,13,19,"[""Japanese""]","[""Soy""]","[""Breakfast"", ""High Protein""]",https://example.com/images/japanese-smoky-tofu-breakfast-salad-breakfast.jpg
Japanese Coconut Tamago Breakfast Salad (Breakfast),18,11,13,"[""Japanese""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/japanese-coconut-tamago-breakfast-salad-breakfast.jpg
Japanese Ginger Nori Paratha Roll (Breakfast),35,14,6,"[""Japanese""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-ginger-nori-paratha-roll-breakfast.jpg
Japanese Garlic Sesame Breakfast Salad (Breakfast),26,14,11,"[""Japanese""]","[""Sesame""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-garlic-sesame-breakfast-salad-breakfast.jpg
Japanese Savory Tofu Toast (Breakfast),23,5,20,"[""Japanese""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""High Protein""]",https://example.com/images/japanese-savory-tofu-toast-breakfast.jpg
Japanese Smoky Tamago Breakfast Bowl (Breakfast),27,16,7,"[""Japanese""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-smoky-tamago-breakfast-bowl-breakfast.jpg
Japanese Bright Tamago Crepes (Breakfast),20,19,7,"[""Japanese""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-bright-tamago-crepes-breakfast.jpg
Japanese Zesty Edamame Paratha Roll (Breakfast),30,18,9,"[""Japanese""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-zesty-edamame-paratha-roll-breakfast.jpg
Japanese Garlic Nori Omelette (Breakfast),10,19,43,"[""Japanese""]","[""NA""]","[""Breakfast""]",https://example.com/images/japanese-garlic-nori-omelette-breakfast.jpg
Japanese Garlic Nori Scramble (Breakfast),32,7,17,"[""Japanese""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/japanese-garlic-nori-scramble-breakfast.jpg
Japanese Fresh Salmon Noodle Bowl (Lunch),30,10,42,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/japanese-fresh-salmon-noodle-bowl-lunch.jpg
Japanese Tangy Nori Tacos (Lunch),36,19,19,"[""Japanese""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/japanese-tangy-nori-tacos-lunch.jpg
Japanese Herbed Sesame Rice Plate (Lunch),30,12,14,"[""Japanese""]","[""Sesame""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-herbed-sesame-rice-plate-lunch.jpg
Japanese Savory Tofu Bento (Lunch),38,26,12,"[""Japanese""]","[""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-savory-tofu-bento-lunch.jpg
Japanese Toasted Soba Bento (Lunch),20,25,50,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/japanese-toasted-soba-bento-lunch.jpg
Japanese Coconut Tofu Stir Fry (Lunch),40,17,9,"[""Japanese""]","[""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-coconut-tofu-stir-fry-lunch.jpg
Japanese Spiced Soba Noodle Bowl (Lunch),29,22,12,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-spiced-soba-noodle-bowl-lunch.jpg
Japanese Spiced Miso Noodle Bowl (Lunch),12,25,35,"[""Japanese""]","[""Gluten"", ""Soy""]","[""Lunch""]",https://example.com/images/japanese-spiced-miso-noodle-bowl-lunch.jpg
Japanese Zesty Soba Tacos (Lunch),43,25,12,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-zesty-soba-tacos-lunch.jpg
Japanese Savory Rice Sandwich (Lunch),30,27,12,"[""Japanese""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-savory-rice-sandwich-lunch.jpg
Japanese Smoky Udon Grain Bowl (Lunch),30,30,6,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-smoky-udon-grain-bowl-lunch.jpg
Japanese Toasted Udon Rice Plate (Lunch),39,22,43,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/japanese-toasted-udon-rice-plate-lunch.jpg
Japanese Zesty Udon Rice Plate (Lunch),34,20,36,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/japanese-zesty-udon-rice-plate-lunch.jpg
Japanese Toasted Edamame Sandwich (Lunch),45,18,14,"[""Japanese""]","[""Gluten"", ""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-toasted-edamame-sandwich-lunch.jpg
Japanese Herbed Edamame Tacos (Lunch),29,16,15,"[""Japanese""]","[""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-herbed-edamame-tacos-lunch.jpg
Japanese Bright Soba Rice Plate (Lunch),43,12,32,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/japanese-bright-soba-rice-plate-lunch.jpg
Japanese Toasted Salmon Pasta Bowl (Lunch),24,27,6,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-toasted-salmon-pasta-bowl-lunch.jpg
Japanese Tangy Salmon Curry Plate (Lunch),30,12,15,"[""Japanese""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-tangy-salmon-curry-plate-lunch.jpg
Japanese Herbed Udon Bento (Lunch),36,19,5,"[""Japanese""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/japanese-herbed-udon-bento-lunch.jpg
Mediterranean Roasted Cucumber Breakfast Bowl (Breakfast),15,20,32,"[""Mediterranean""]","[""NA""]","[""Breakfast""]",https://example.com/images/mediterranean-roasted-cucumber-breakfast-bowl-breakfast.jpg
Mediterranean Smoky Hummus Breakfast Bowl (Breakfast),23,6,15,"[""Mediterranean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-smoky-hummus-breakfast-bowl-breakfast.jpg
Mediterranean Smoky Herbs Breakfast Salad (Breakfast),25,10,24,"[""Mediterranean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mediterranean-smoky-herbs-breakfast-salad-breakfast.jpg
Mediterranean Fresh Tahini Congee (Breakfast),31,12,19,"[""Mediterranean""]","[""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mediterranean-fresh-tahini-congee-breakfast.jpg
Mediterranean Roasted Herbs Crepes (Breakfast),12,12,39,"[""Mediterranean""]","[""NA""]","[""Breakfast""]",https://example.com/images/mediterranean-roasted-herbs-crepes-breakfast.jpg
Mediterranean Bright Pita Breakfast Wrap (Breakfast),34,19,14,"[""Mediterranean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-bright-pita-breakfast-wrap-breakfast.jpg
Mediterranean Tangy Almond Rice Bowl (Breakfast),15,11,14,"[""Mediterranean""]","[""Nuts""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/mediterranean-tangy-almond-rice-bowl-breakfast.jpg
Mediterranean Bright Tahini Toast (Breakfast),35,16,22,"[""Mediterranean""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mediterranean-bright-tahini-toast-breakfast.jpg
Mediterranean Fresh Olive Rice Bowl (Breakfast),14,7,30,"[""Mediterranean""]","[""NA""]","[""Breakfast""]",https://example.com/images/mediterranean-fresh-olive-rice-bowl-breakfast.jpg
Mediterranean Coconut Tomato Rice Bowl (Breakfast),33,7,12,"[""Mediterranean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-coconut-tomato-rice-bowl-breakfast.jpg
Mediterranean Ginger Pita Omelette (Breakfast),22,21,10,"[""Mediterranean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-ginger-pita-omelette-breakfast.jpg
Mediterranean Garlic Hummus Scramble (Breakfast),20,15,8,"[""Mediterranean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-garlic-hummus-scramble-breakfast.jpg
Mediterranean Savory Cucumber Breakfast Bowl (Breakfast),29,20,9,"[""Mediterranean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-savory-cucumber-breakfast-bowl-breakfast.jpg
Mediterranean Coconut Pita Breakfast Salad (Breakfast),22,5,13,"[""Mediterranean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-coconut-pita-breakfast-salad-breakfast.jpg
Mediterranean Bright Hummus Breakfast Bowl (Breakfast),29,21,11,"[""Mediterranean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-bright-hummus-breakfast-bowl-breakfast.jpg
Mediterranean Savory Olive Toast (Breakfast),23,6,12,"[""Mediterranean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-savory-olive-toast-breakfast.jpg
Mediterranean Toasted Almond Breakfast Salad (Breakfast),13,20,14,"[""Mediterranean""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/mediterranean-toasted-almond-breakfast-salad-breakfast.jpg
Mediterranean Spiced Yogurt Porridge (Breakfast),17,9,9,"[""Mediterranean""]","[""Dairy""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/mediterranean-spiced-yogurt-porridge-breakfast.jpg
Mediterranean Spiced Almond Breakfast Salad (Breakfast),33,10,7,"[""Mediterranean""]","[""Nuts""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-spiced-almond-breakfast-salad-breakfast.jpg
Mediterranean Ginger Yogurt Stir Fry (Lunch),27,21,80,"[""Mediterranean""]","[""Dairy""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-ginger-yogurt-stir-fry-lunch.jpg
Mediterranean Tangy Yogurt Grain Bowl (Lunch),40,9,34,"[""Mediterranean""]","[""Dairy""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-tangy-yogurt-grain-bowl-lunch.jpg
Mediterranean Roasted Cucumber Pasta Bowl (Lunch),27,19,25,"[""Mediterranean""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-roasted-cucumber-pasta-bowl-lunch.jpg
Mediterranean Savory Olive Sandwich (Lunch),20,9,32,"[""Mediterranean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-savory-olive-sandwich-lunch.jpg
Mediterranean Tangy Cucumber Noodle Bowl (Lunch),15,19,74,"[""Mediterranean""]","[""Gluten""]","[""Lunch""]",https://example.com/images/mediterranean-tangy-cucumber-noodle-bowl-lunch.jpg
Mediterranean Toasted Pita Rice Plate (Lunch),12,19,32,"[""Mediterranean""]","[""Gluten""]","[""Lunch""]",https://example.com/images/mediterranean-toasted-pita-rice-plate-lunch.jpg
Mediterranean Crispy Tomato Grain Bowl (Lunch),11,15,49,"[""Mediterranean""]","[""NA""]","[""Lunch""]",https://example.com/images/mediterranean-crispy-tomato-grain-bowl-lunch.jpg
Mediterranean Garlic Yogurt Tacos (Lunch),21,28,8,"[""Mediterranean""]","[""Dairy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-garlic-yogurt-tacos-lunch.jpg
Mediterranean Ginger Tomato Grain Bowl (Lunch),20,13,37,"[""Mediterranean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-ginger-tomato-grain-bowl-lunch.jpg
Mediterranean Garlic Cucumber Curry Plate (Lunch),22,15,41,"[""Mediterranean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-garlic-cucumber-curry-plate-lunch.jpg
Mediterranean Fresh Pita Stew (Lunch),41,16,15,"[""Mediterranean""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-fresh-pita-stew-lunch.jpg
Mediterranean Herbed Almond Curry Plate (Lunch),25,25,9,"[""Mediterranean""]","[""Nuts""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-herbed-almond-curry-plate-lunch.jpg
Mediterranean Herbed Cucumber Stir Fry (Lunch),34,17,38,"[""Mediterranean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-herbed-cucumber-stir-fry-lunch.jpg
Mediterranean Fresh Herbs Curry Plate (Lunch),39,19,38,"[""Mediterranean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-fresh-herbs-curry-plate-lunch.jpg
Mediterranean Fresh Feta Noodle Bowl (Lunch),33,16,15,"[""Mediterranean""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-fresh-feta-noodle-bowl-lunch.jpg
Mediterranean Herbed Feta Bento (Lunch),31,24,15,"[""Mediterranean""]","[""Dairy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-herbed-feta-bento-lunch.jpg
Mediterranean Spiced Tahini Rice Plate (Lunch),24,6,38,"[""Mediterranean""]","[""Sesame""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-spiced-tahini-rice-plate-lunch.jpg
Mediterranean Crispy Olive Bento (Lunch),37,9,19,"[""Mediterranean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mediterranean-crispy-olive-bento-lunch.jpg
Mediterranean Ginger Pita Noodle Bowl (Lunch),22,26,7,"[""Mediterranean""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mediterranean-ginger-pita-noodle-bowl-lunch.jpg
Mexican Ginger Tortilla Paratha Roll (Breakfast),28,12,8,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-ginger-tortilla-paratha-roll-breakfast.jpg
Mexican Fresh Black Bean Breakfast Bowl (Breakfast),22,22,6,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-fresh-black-bean-breakfast-bowl-breakfast.jpg
Mexican Savory Avocado Toast (Breakfast),11,14,51,"[""Mexican""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/mexican-savory-avocado-toast-breakfast.jpg
Mexican Herbed Tomatillo Breakfast Bowl (Breakfast),19,10,48,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mexican-herbed-tomatillo-breakfast-bowl-breakfast.jpg
Mexican Savory Egg Porridge (Breakfast),15,16,24,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mexican-savory-egg-porridge-breakfast.jpg
Mexican Tangy Tortilla Toast (Breakfast),10,10,43,"[""Mexican""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/mexican-tangy-tortilla-toast-breakfast.jpg
Mexican Crispy Tortilla Scramble (Breakfast),9,12,51,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mexican-crispy-tortilla-scramble-breakfast.jpg
Mexican Ginger Black Bean Rice Bowl (Breakfast),24,22,7,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-ginger-black-bean-rice-bowl-breakfast.jpg
Mexican Herbed Egg Toast (Breakfast),35,18,18,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mexican-herbed-egg-toast-breakfast.jpg
Mexican Smoky Egg Pancake Stack (Breakfast),24,19,15,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-smoky-egg-pancake-stack-breakfast.jpg
Mexican Ginger Tortilla Breakfast Bowl (Breakfast),10,9,47,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mexican-ginger-tortilla-breakfast-bowl-breakfast.jpg
Mexican Bright Tortilla Omelette (Breakfast),9,14,30,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mexican-bright-tortilla-omelette-breakfast.jpg
Mexican Ginger Queso Crepes (Breakfast),29,7,13,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-ginger-queso-crepes-breakfast.jpg
Mexican Toasted Tomatillo Rice Bowl (Breakfast),29,7,21,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/mexican-toasted-tomatillo-rice-bowl-breakfast.jpg
Mexican Zesty Queso Breakfast Salad (Breakfast),30,6,5,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-zesty-queso-breakfast-salad-breakfast.jpg
Mexican Spiced Egg Porridge (Breakfast),13,11,46,"[""Mexican""]","[""NA""]","[""Breakfast""]",https://example.com/images/mexican-spiced-egg-porridge-breakfast.jpg
Mexican Coconut Black Bean Porridge (Breakfast),30,14,12,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-coconut-black-bean-porridge-breakfast.jpg
Mexican Savory Tomatillo Porridge (Breakfast),24,7,5,"[""Mexican""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-savory-tomatillo-porridge-breakfast.jpg
Mexican Coconut Queso Paratha Roll (Breakfast),16,15,14,"[""Mexican""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/mexican-coconut-queso-paratha-roll-breakfast.jpg
Mexican Ginger Queso Pasta Bowl (Lunch),36,20,18,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-ginger-queso-pasta-bowl-lunch.jpg
Mexican Tangy Chorizo Tacos (Lunch),32,22,17,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-tangy-chorizo-tacos-lunch.jpg
Mexican Coconut Avocado Salad (Lunch),26,17,34,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-coconut-avocado-salad-lunch.jpg
Mexican Crispy Sesame Rice Plate (Lunch),28,15,42,"[""Mexican""]","[""Sesame""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-crispy-sesame-rice-plate-lunch.jpg
Mexican Coconut Queso Tacos (Lunch),29,23,5,"[""Mexican""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-coconut-queso-tacos-lunch.jpg
Mexican Garlic Egg Tacos (Lunch),27,14,14,"[""Mexican""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-garlic-egg-tacos-lunch.jpg
Mexican Spiced Chorizo Grain Bowl (Lunch),44,23,28,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-spiced-chorizo-grain-bowl-lunch.jpg
Mexican Spiced Tortilla Stir Fry (Lunch),28,19,11,"[""Mexican""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-spiced-tortilla-stir-fry-lunch.jpg
Mexican Spiced Chorizo Curry Plate (Lunch),42,14,33,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-spiced-chorizo-curry-plate-lunch.jpg
Mexican Roasted Tortilla Stir Fry (Lunch),39,25,27,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-roasted-tortilla-stir-fry-lunch.jpg
Mexican Smoky Egg Stir Fry (Lunch),35,25,33,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-smoky-egg-stir-fry-lunch.jpg
Mexican Crispy Queso Sandwich (Lunch),36,9,5,"[""Mexican""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-crispy-queso-sandwich-lunch.jpg
Mexican Smoky Black Bean Pasta Bowl (Lunch),40,24,39,"[""Mexican""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-smoky-black-bean-pasta-bowl-lunch.jpg
Mexican Zesty Queso Tacos (Lunch),44,18,20,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-zesty-queso-tacos-lunch.jpg
Mexican Zesty Sesame Pasta Bowl (Lunch),28,15,62,"[""Mexican""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-zesty-sesame-pasta-bowl-lunch.jpg
Mexican Tangy Tortilla Stew (Lunch),19,20,31,"[""Mexican""]","[""NA""]","[""Lunch""]",https://example.com/images/mexican-tangy-tortilla-stew-lunch.jpg
Mexican Ginger Chorizo Bento (Lunch),38,17,11,"[""Mexican""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/mexican-ginger-chorizo-bento-lunch.jpg
Mexican Roasted Peanut Bento (Lunch),28,23,44,"[""Mexican""]","[""Nuts""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-roasted-peanut-bento-lunch.jpg
Mexican Zesty Black Bean Stew (Lunch),45,20,19,"[""Mexican""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/mexican-zesty-black-bean-stew-lunch.jpg
Seafood Spiced Egg Breakfast Salad (Breakfast),8,11,21,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/seafood-spiced-egg-breakfast-salad-breakfast.jpg
Seafood Ginger Nori Paratha Roll (Breakfast),26,18,21,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/seafood-ginger-nori-paratha-roll-breakfast.jpg
Seafood Bright Nori Crepes (Breakfast),9,11,55,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/seafood-bright-nori-crepes-breakfast.jpg
Seafood Toasted Sesame Congee (Breakfast),20,10,12,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-toasted-sesame-congee-breakfast.jpg
Seafood Tangy Sesame Pancake Stack (Breakfast),13,20,32,"[""Seafood""]","[""Gluten"", ""Sesame""]","[""Breakfast""]",https://example.com/images/seafood-tangy-sesame-pancake-stack-breakfast.jpg
Seafood Roasted Egg Rice Bowl (Breakfast),29,14,11,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-roasted-egg-rice-bowl-breakfast.jpg
Seafood Ginger Nori Congee (Breakfast),28,14,8,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-ginger-nori-congee-breakfast.jpg
Seafood Garlic Crab Pancake Stack (Breakfast),9,14,22,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/seafood-garlic-crab-pancake-stack-breakfast.jpg
Seafood Fresh Avocado Scramble (Breakfast),34,13,20,"[""Seafood""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/seafood-fresh-avocado-scramble-breakfast.jpg
Seafood Crispy Egg Rice Bowl (Breakfast),28,9,8,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-crispy-egg-rice-bowl-breakfast.jpg
Seafood Crispy Egg Omelette (Breakfast),12,12,23,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/seafood-crispy-egg-omelette-breakfast.jpg
Seafood Garlic Tuna Pancake Stack (Breakfast),8,9,20,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/seafood-garlic-tuna-pancake-stack-breakfast.jpg
Seafood Garlic Shrimp Porridge (Breakfast),20,20,32,"[""Seafood""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/seafood-garlic-shrimp-porridge-breakfast.jpg
Seafood Ginger Avocado Toast (Breakfast),12,25,14,"[""Seafood""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/seafood-ginger-avocado-toast-breakfast.jpg
Seafood Tangy Egg Crepes (Breakfast),6,10,46,"[""Seafood""]","[""NA""]","[""Breakfast""]",https://example.com/images/seafood-tangy-egg-crepes-breakfast.jpg
Seafood Spiced Shrimp Paratha Roll (Breakfast),10,14,22,"[""Seafood""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/seafood-spiced-shrimp-paratha-roll-breakfast.jpg
Seafood Roasted Salmon Breakfast Salad (Breakfast),20,14,12,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-roasted-salmon-breakfast-salad-breakfast.jpg
Seafood Smoky Nori Rice Bowl (Breakfast),16,8,10,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/seafood-smoky-nori-rice-bowl-breakfast.jpg
Seafood Fresh Shrimp Congee (Breakfast),15,5,10,"[""Seafood""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/seafood-fresh-shrimp-congee-breakfast.jpg
Seafood Zesty Avocado Bento (Lunch),15,24,70,"[""Seafood""]","[""NA""]","[""Lunch""]",https://example.com/images/seafood-zesty-avocado-bento-lunch.jpg
Seafood Bright Crab Curry Plate (Lunch),22,20,15,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-bright-crab-curry-plate-lunch.jpg
Seafood Smoky Tuna Rice Plate (Lunch),27,8,9,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-smoky-tuna-rice-plate-lunch.jpg
Seafood Crispy Crab Stew (Lunch),20,14,67,"[""Seafood""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-crispy-crab-stew-lunch.jpg
